"db_code","metadata_type","attr_code","metadata_attribute","metadata_value"
"PCPS","COMMODITY","PFERT","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PFERT","COMMODITY_SOURCE_CODE","PFERT"
"PCPS","COMMODITY","PFERT","COMMODITY_SDMX_NAME","Primary Commodity Prices, Fertilizer"
"PCPS","COMMODITY","PFERT","COMMODITY_SDMX_CODE","PFERT"
"PCPS","COMMODITY","PSALM","COMMODITY_NAME","Fish "
"PCPS","COMMODITY","PSALM","COMMODITY_CODE","PSALM"
"PCPS","COMMODITY","PSALM","COMMODITY_SHORT_NAME","Fish "
"PCPS","COMMODITY","PSALM","COMMODITY_FULL_NAME","Primary Commodity Prices, Fish "
"PCPS","COMMODITY","PSALM","COMMODITY_DEFINITION","Fish (salmon), Farm Bred Norwegian Salmon, export price, US$ per kilogram"
"PCPS","COMMODITY","PSALM","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PSALM","COMMODITY_SOURCE_CODE","PSALM"
"PCPS","COMMODITY","PSALM","COMMODITY_SDMX_NAME","Primary Commodity Prices, Fish "
"PCPS","COMMODITY","PSALM","COMMODITY_SDMX_CODE","PSALM"
"PCPS","COMMODITY","PFSHMEAL","COMMODITY_NAME","Fish Meal "
"PCPS","COMMODITY","PFSHMEAL","COMMODITY_CODE","PFSHMEAL"
"PCPS","COMMODITY","PFSHMEAL","COMMODITY_SHORT_NAME","Fish Meal "
"PCPS","COMMODITY","PFSHMEAL","COMMODITY_FULL_NAME","Primary Commodity Prices, Fish Meal "
"PCPS","COMMODITY","PFSHMEAL","COMMODITY_DEFINITION","Fishmeal, Peru Fish meal/pellets 65% protein, CIF, US$ per metric ton"
"PCPS","COMMODITY","PFSHMEAL","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PFSHMEAL","COMMODITY_SOURCE_CODE","PFSHMEAL"
"PCPS","COMMODITY","PFSHMEAL","COMMODITY_SDMX_NAME","Primary Commodity Prices, Fish Meal "
"PCPS","COMMODITY","PFSHMEAL","COMMODITY_SDMX_CODE","PFSHMEAL"
"PCPS","COMMODITY","PFANDB","COMMODITY_NAME","Food and beverage index"
"PCPS","COMMODITY","PFANDB","COMMODITY_CODE","PFANDB"
"PCPS","COMMODITY","PFANDB","COMMODITY_SHORT_NAME","Food and beverage index"
"PCPS","COMMODITY","PFANDB","COMMODITY_FULL_NAME","Primary Commodity Prices, Food and beverage index"
"PCPS","COMMODITY","PFANDB","COMMODITY_DEFINITION","Food and Beverage Price Index, 2016 = 100, includes Food and Beverage Price Indices"
"PCPS","COMMODITY","PFANDB","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PFANDB","COMMODITY_SOURCE_CODE","PFANDB"
"PCPS","COMMODITY","PFANDB","COMMODITY_SDMX_NAME","Primary Commodity Prices, Food and beverage index"
"PCPS","COMMODITY","PFANDB","COMMODITY_SDMX_CODE","PFANDB"
"PCPS","COMMODITY","PFOOD","COMMODITY_NAME","Food index "
"PCPS","COMMODITY","PFOOD","COMMODITY_CODE","PFOOD"
"PCPS","COMMODITY","PFOOD","COMMODITY_SHORT_NAME","Food index "
"PCPS","COMMODITY","PFOOD","COMMODITY_FULL_NAME","Primary Commodity Prices, Food index "
"PCPS","COMMODITY","PFOOD","COMMODITY_DEFINITION","Food Price Index, 2016 = 100, includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, and Other Food (Apple (non-citrus fruit), Bananas, Chana (legumes), Fishmeal, Groundnuts, Milk (dairy), Tomato (veg)) Price Indices"
"PCPS","COMMODITY","PFOOD","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PFOOD","COMMODITY_SOURCE_CODE","PFOOD"
"PCPS","COMMODITY","PFOOD","COMMODITY_SDMX_NAME","Primary Commodity Prices, Food index "
"PCPS","COMMODITY","PFOOD","COMMODITY_SDMX_CODE","PFOOD"
"PCPS","COMMODITY","PGASO","COMMODITY_NAME","Gasoline "
"PCPS","COMMODITY","PGASO","COMMODITY_CODE","PGASO"
"PCPS","COMMODITY","PGASO","COMMODITY_SHORT_NAME","Gasoline "
"PCPS","COMMODITY","PGASO","COMMODITY_FULL_NAME","Primary Commodity Prices, Gasoline "
"PCPS","COMMODITY","PGASO","COMMODITY_DEFINITION","Gasoline, Regular, unleaded, US Gulf, US cents per gallon"
"PCPS","COMMODITY","PGASO","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PGASO","COMMODITY_SOURCE_CODE","PGASO"
"PCPS","COMMODITY","PGASO","COMMODITY_SDMX_NAME","Primary Commodity Prices, Gasoline "
"PCPS","COMMODITY","PGASO","COMMODITY_SDMX_CODE","PGASO"
"PCPS","COMMODITY","PGOLD","COMMODITY_NAME","Gold "
"PCPS","COMMODITY","PGOLD","COMMODITY_CODE","PGOLD"
"PCPS","COMMODITY","PGOLD","COMMODITY_SHORT_NAME","Gold "
"PCPS","COMMODITY","PGOLD","COMMODITY_FULL_NAME","Primary Commodity Prices, Gold "
"PCPS","COMMODITY","PGOLD","COMMODITY_DEFINITION","Gold, Fixing Committee of the London Bullion Market Association, London 3 PM fixed price, US$ per troy ounce"
"PCPS","COMMODITY","PGOLD","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PGOLD","COMMODITY_SOURCE_CODE","PGOLD"
"PCPS","COMMODITY","PGOLD","COMMODITY_SDMX_NAME","Primary Commodity Prices, Gold "
"PCPS","COMMODITY","PGOLD","COMMODITY_SDMX_CODE","PGOLD"
"PCPS","COMMODITY","PGNUTS","COMMODITY_NAME","Groundnuts "
"PCPS","COMMODITY","PGNUTS","COMMODITY_CODE","PGNUTS"
"PCPS","COMMODITY","PGNUTS","COMMODITY_SHORT_NAME","Groundnuts "
"PCPS","COMMODITY","PGNUTS","COMMODITY_FULL_NAME","Primary Commodity Prices, Groundnuts "
"PCPS","COMMODITY","PGNUTS","COMMODITY_DEFINITION","Groundnuts (peanuts), 40/50 (40 to 50 count per ounce), cif Argentina, US$ per metric ton"
"PCPS","COMMODITY","PGNUTS","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PGNUTS","COMMODITY_SOURCE_CODE","PGNUTS"
"PCPS","COMMODITY","PGNUTS","COMMODITY_SDMX_NAME","Primary Commodity Prices, Groundnuts "
"PCPS","COMMODITY","PGNUTS","COMMODITY_SDMX_CODE","PGNUTS"
"PCPS","COMMODITY","PLOGSK","COMMODITY_NAME","Hard Logs, Import Price Japan"
"PCPS","COMMODITY","PLOGSK","COMMODITY_CODE","PLOGSK"
"PCPS","COMMODITY","PLOGSK","COMMODITY_SHORT_NAME","Hard Logs, Import Price Japan"
"PCPS","COMMODITY","PLOGSK","COMMODITY_FULL_NAME","Primary Commodity Prices, Hard Logs, Import Price Japan"
"PCPS","COMMODITY","PLOGSK","COMMODITY_DEFINITION","Hard Logs, Best quality Malaysian meranti, import price Japan, US$ per cubic meter"
"PCPS","COMMODITY","PLOGSK","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PLOGSK","COMMODITY_SOURCE_CODE","PLOGSK"
"PCPS","COMMODITY","PLOGSK","COMMODITY_SDMX_NAME","Primary Commodity Prices, Hard Logs, Import Price Japan"
"PCPS","COMMODITY","PLOGSK","COMMODITY_SDMX_CODE","PLOGSK"
"PCPS","COMMODITY","PSAWMAL","COMMODITY_NAME","Hard Sawnwood, Dark Red Meranti "
"PCPS","COMMODITY","PSAWMAL","COMMODITY_CODE","PSAWMAL"
"PCPS","COMMODITY","PSAWMAL","COMMODITY_SHORT_NAME","Hard Sawnwood, Dark Red Meranti "
"PCPS","COMMODITY","PSAWMAL","COMMODITY_FULL_NAME","Primary Commodity Prices, Hard Sawnwood, Dark Red Meranti "
"PCPS","COMMODITY","PSAWMAL","COMMODITY_DEFINITION","Hard Sawnwood, Dark Red Meranti, select and better quality, C&F U.K port, US$ per cubic meter"
"PCPS","COMMODITY","PSAWMAL","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PSAWMAL","COMMODITY_SOURCE_CODE","PSAWMAL"
"PCPS","COMMODITY","PSAWMAL","COMMODITY_SDMX_NAME","Primary Commodity Prices, Hard Sawnwood, Dark Red Meranti "
"PCPS","COMMODITY","PSAWMAL","COMMODITY_SDMX_CODE","PSAWMAL"
"PCPS","COMMODITY","PHARD","COMMODITY_NAME","Hardwood index "
"PCPS","COMMODITY","PHARD","COMMODITY_CODE","PHARD"
"PCPS","COMMODITY","PHARD","COMMODITY_SHORT_NAME","Hardwood index "
"PCPS","COMMODITY","PHARD","COMMODITY_FULL_NAME","Primary Commodity Prices, Hardwood index "
"PCPS","COMMODITY","PHARD","COMMODITY_DEFINITION","Hardwood Price Index, 2016 = 100, includes Hardwood Logs and Hardwood Sawn Price Indices"
"PCPS","COMMODITY","PHARD","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PHARD","COMMODITY_SOURCE_CODE","PHARD"
"PCPS","COMMODITY","PHARD","COMMODITY_SDMX_NAME","Primary Commodity Prices, Hardwood index "
"PCPS","COMMODITY","PHARD","COMMODITY_SDMX_CODE","PHARD"
"PCPS","COMMODITY","PHEATOIL","COMMODITY_NAME","Heating Oil "
"PCPS","COMMODITY","PHEATOIL","COMMODITY_CODE","PHEATOIL"
"PCPS","COMMODITY","PHEATOIL","COMMODITY_SHORT_NAME","Heating Oil "
"PCPS","COMMODITY","PHEATOIL","COMMODITY_FULL_NAME","Primary Commodity Prices, Heating Oil "
"PCPS","COMMODITY","PHEATOIL","COMMODITY_DEFINITION","Heating Oil; US New York Harbor"
"PCPS","COMMODITY","PHEATOIL","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PHEATOIL","COMMODITY_SOURCE_CODE","PHEATOIL"
"PCPS","COMMODITY","PHEATOIL","COMMODITY_SDMX_NAME","Primary Commodity Prices, Heating Oil "
"PCPS","COMMODITY","PHEATOIL","COMMODITY_SDMX_CODE","PHEATOIL"
"PCPS","COMMODITY","PHIDE","COMMODITY_NAME","Hides "
"PCPS","COMMODITY","PHIDE","COMMODITY_CODE","PHIDE"
"PCPS","COMMODITY","PHIDE","COMMODITY_SHORT_NAME","Hides "
"PCPS","COMMODITY","PHIDE","COMMODITY_FULL_NAME","Primary Commodity Prices, Hides "
"PCPS","COMMODITY","PHIDE","COMMODITY_DEFINITION","Hides, Heavy native steers, over 53 pounds, wholesale dealer's price, US, Chicago, fob Shipping Point, US cents per pound"
"PCPS","COMMODITY","PHIDE","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PHIDE","COMMODITY_SOURCE_CODE","PHIDE"
"PCPS","COMMODITY","PHIDE","COMMODITY_SDMX_NAME","Primary Commodity Prices, Hides "
"PCPS","COMMODITY","PHIDE","COMMODITY_SDMX_CODE","PHIDE"
"PCPS","COMMODITY","PINDU","COMMODITY_NAME","Industrial Materials index "
"PCPS","COMMODITY","PINDU","COMMODITY_CODE","PINDU"
"PCPS","COMMODITY","PINDU","COMMODITY_SHORT_NAME","Industrial Materials index "
"PCPS","COMMODITY","PINDU","COMMODITY_FULL_NAME","Primary Commodity Prices, Industrial Materials index "
"PCPS","COMMODITY","PINDU","COMMODITY_DEFINITION","Industrial Inputs Price Index, 2016 = 100, includes Agricultural Raw Materials and Base Metals Price Indices"
"PCPS","COMMODITY","PINDU","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PINDU","COMMODITY_SOURCE_CODE","PINDU"
"PCPS","COMMODITY","PINDU","COMMODITY_SDMX_NAME","Primary Commodity Prices, Industrial Materials index "
"PCPS","COMMODITY","PINDU","COMMODITY_SDMX_CODE","PINDU"
"PCPS","COMMODITY","PIORECR","COMMODITY_NAME","Iron Ore"
"PCPS","COMMODITY","PIORECR","COMMODITY_CODE","PIORECR"
"PCPS","COMMODITY","PIORECR","COMMODITY_SHORT_NAME","Iron Ore"
"PCPS","COMMODITY","PIORECR","COMMODITY_FULL_NAME","Primary Commodity Prices, Iron Ore"
"PCPS","COMMODITY","PIORECR","COMMODITY_DEFINITION","China import Iron Ore Fines 62% FE spot (CFR Tianjin port), US dollars per metric ton"
"PCPS","COMMODITY","PIORECR","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PIORECR","COMMODITY_SOURCE_CODE","PIORECR"
"PCPS","COMMODITY","PIORECR","COMMODITY_SDMX_NAME","Primary Commodity Prices, Iron Ore"
"PCPS","COMMODITY","PIORECR","COMMODITY_SDMX_CODE","PIORECR"
"PCPS","COMMODITY","PLAMB","COMMODITY_NAME","Lamb "
"PCPS","COMMODITY","PLAMB","COMMODITY_CODE","PLAMB"
"PCPS","COMMODITY","PLAMB","COMMODITY_SHORT_NAME","Lamb "
"PCPS","COMMODITY","PLAMB","COMMODITY_FULL_NAME","Primary Commodity Prices, Lamb "
"PCPS","COMMODITY","PLAMB","COMMODITY_DEFINITION","Lamb, frozen carcass Smithfield London, US cents per pound"
"PCPS","COMMODITY","PLAMB","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PLAMB","COMMODITY_SOURCE_CODE","PLAMB"
"PCPS","COMMODITY","PLAMB","COMMODITY_SDMX_NAME","Primary Commodity Prices, Lamb "
"PCPS","COMMODITY","PLAMB","COMMODITY_SDMX_CODE","PLAMB"
"PCPS","COMMODITY","PLEAD","COMMODITY_NAME","Lead "
"PCPS","COMMODITY","PLEAD","COMMODITY_CODE","PLEAD"
"PCPS","COMMODITY","PLEAD","COMMODITY_SHORT_NAME","Lead "
"PCPS","COMMODITY","PLEAD","COMMODITY_FULL_NAME","Primary Commodity Prices, Lead "
"PCPS","COMMODITY","PLEAD","COMMODITY_DEFINITION","Lead, 99.97% pure, LME spot price, CIF European Ports, US$ per metric ton"
"PCPS","COMMODITY","PLEAD","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PLEAD","COMMODITY_SOURCE_CODE","PLEAD"
"PCPS","COMMODITY","PLEAD","COMMODITY_SDMX_NAME","Primary Commodity Prices, Lead "
"PCPS","COMMODITY","PLEAD","COMMODITY_SDMX_CODE","PLEAD"
"PCPS","COMMODITY","PCHANA","COMMODITY_NAME","Legumes, Chickpea"
"PCPS","COMMODITY","PCHANA","COMMODITY_CODE","PCHANA"
"PCPS","COMMODITY","PCHANA","COMMODITY_SHORT_NAME","Legumes, Chickpea"
"PCPS","COMMODITY","PCHANA","COMMODITY_FULL_NAME","Primary Commodity Prices, Legumes, Chickpea"
"PCPS","COMMODITY","PCHANA","COMMODITY_DEFINITION","MCX India Chana Spot, INR/100 Kgs"
"PCPS","COMMODITY","PCHANA","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PCHANA","COMMODITY_SOURCE_CODE","PCHANA"
"PCPS","COMMODITY","PCHANA","COMMODITY_SDMX_NAME","Primary Commodity Prices, Legumes, Chickpea"
"PCPS","COMMODITY","PCHANA","COMMODITY_SDMX_CODE","PCHANA"
"PCPS","COMMODITY","PLITH","COMMODITY_NAME","Lithium"
"PCPS","COMMODITY","PLITH","COMMODITY_CODE","PLITH"
"PCPS","COMMODITY","PLITH","COMMODITY_SHORT_NAME","Lithium"
"PCPS","COMMODITY","PLITH","COMMODITY_FULL_NAME","Primary Commodity Prices, Lithium"
"PCPS","COMMODITY","PLITH","COMMODITY_DEFINITION","Lithium, 99% pure, industrial grade, battery grade, USD/metric ton"
"PCPS","COMMODITY","PLITH","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PLITH","COMMODITY_SOURCE_CODE","PLITH"
"PCPS","COMMODITY","PLITH","COMMODITY_SDMX_NAME","Primary Commodity Prices, Lithium"
"PCPS","COMMODITY","PLITH","COMMODITY_SDMX_CODE","PLITH"
"PCPS","COMMODITY","PNGASJP","COMMODITY_NAME","LNG, Asia "
"PCPS","COMMODITY","PNGASJP","COMMODITY_CODE","PNGASJP"
"PCPS","COMMODITY","PNGASJP","COMMODITY_SHORT_NAME","LNG, Asia "
"PCPS","COMMODITY","PNGASJP","COMMODITY_FULL_NAME","Primary Commodity Prices, LNG, Asia "
"PCPS","COMMODITY","PNGASJP","COMMODITY_DEFINITION","Natural Gas, Indonesian Liquefied Natural Gas in Japan, US$ per Million Metric British Thermal Unit"
"PCPS","COMMODITY","PNGASJP","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PNGASJP","COMMODITY_SOURCE_CODE","PNGASJP"
"PCPS","COMMODITY","PNGASJP","COMMODITY_SDMX_NAME","Primary Commodity Prices, LNG, Asia "
"PCPS","COMMODITY","PNGASJP","COMMODITY_SDMX_CODE","PNGASJP"
"PCPS","COMMODITY","LMICS","COMMODITY_NAME","Low and Middle Income Commodity Index (World Bank)"
"PCPS","COMMODITY","LMICS","COMMODITY_CODE","LMICS"
"PCPS","COMMODITY","LMICS","COMMODITY_SHORT_NAME","Low and Middle Income Commodity Index (World Bank)"
"PCPS","COMMODITY","LMICS","COMMODITY_FULL_NAME","Primary Commodity Prices, Low and Middle Income Commodity Index (World Bank)"
"PCPS","COMMODITY","LMICS","COMMODITY_DEFINITION","World Bank Non-Energy Commodities Price Index for Lower Middle Income Countries, 1990 = 100"
"PCPS","COMMODITY","LMICS","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","LMICS","COMMODITY_SOURCE_CODE","LMICS"
"PCPS","COMMODITY","LMICS","COMMODITY_SDMX_NAME","Primary Commodity Prices, Low and Middle Income Commodity Index (World Bank)"
"PCPS","COMMODITY","LMICS","COMMODITY_SDMX_CODE","LMICS"
"PCPS","COMMODITY","PMANGELE","COMMODITY_NAME","Manganese"
"PCPS","COMMODITY","PMANGELE","COMMODITY_CODE","PMANGELE"
"PCPS","COMMODITY","PMANGELE","COMMODITY_SHORT_NAME","Manganese"
"PCPS","COMMODITY","PMANGELE","COMMODITY_FULL_NAME","Primary Commodity Prices, Manganese"
"PCPS","COMMODITY","PMANGELE","COMMODITY_DEFINITION","Manganese Electro CIF North West Europe, USD/metric ton"
"PCPS","COMMODITY","PMANGELE","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PMANGELE","COMMODITY_SOURCE_CODE","PMANGELE"
"PCPS","COMMODITY","PMANGELE","COMMODITY_SDMX_NAME","Primary Commodity Prices, Manganese"
"PCPS","COMMODITY","PMANGELE","COMMODITY_SDMX_CODE","PMANGELE"
"PCPS","COMMODITY","PMEAT","COMMODITY_NAME","Meat Index "
"PCPS","COMMODITY","PMEAT","COMMODITY_CODE","PMEAT"
"PCPS","COMMODITY","PMEAT","COMMODITY_SHORT_NAME","Meat Index "
"PCPS","COMMODITY","PMEAT","COMMODITY_FULL_NAME","Primary Commodity Prices, Meat Index "
"PCPS","COMMODITY","PMEAT","COMMODITY_DEFINITION","Meat Price Index, 2016 = 100, includes Beef, Lamb, Swine (pork), and Poultry Price Indices"
"PCPS","COMMODITY","PMEAT","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PMEAT","COMMODITY_SOURCE_CODE","PMEAT"
"PCPS","COMMODITY","PMEAT","COMMODITY_SDMX_NAME","Primary Commodity Prices, Meat Index "
"PCPS","COMMODITY","PMEAT","COMMODITY_SDMX_CODE","PMEAT"
"PCPS","COMMODITY","PMETA","COMMODITY_NAME","Metal index "
"PCPS","COMMODITY","PMETA","COMMODITY_CODE","PMETA"
"PCPS","COMMODITY","PMETA","COMMODITY_SHORT_NAME","Metal index "
"PCPS","COMMODITY","PMETA","COMMODITY_FULL_NAME","Primary Commodity Prices, Metal index "
"PCPS","COMMODITY","PMETA","COMMODITY_DEFINITION","Metals Price Index, 2016 = 100, includes Aluminum, Cobalt, Copper, Iron Ore, Lead, Molybdenum, Nickel, Tin, Uranium and Zinc Price Indices"
"PCPS","COMMODITY","PMETA","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PMETA","COMMODITY_SOURCE_CODE","PMETA"
"PCPS","COMMODITY","PMETA","COMMODITY_SDMX_NAME","Primary Commodity Prices, Metal index "
"PCPS","COMMODITY","PMETA","COMMODITY_SDMX_CODE","PMETA"
"PCPS","COMMODITY","PLMMODY","COMMODITY_NAME","Molybdenum"
"PCPS","COMMODITY","PLMMODY","COMMODITY_CODE","PLMMODY"
"PCPS","COMMODITY","PLMMODY","COMMODITY_SHORT_NAME","Molybdenum"
"PCPS","COMMODITY","PLMMODY","COMMODITY_FULL_NAME","Primary Commodity Prices, Molybdenum"
"PCPS","COMMODITY","PLMMODY","COMMODITY_DEFINITION","Molybdenum, 57 to 63% purity contained in roasted molybdenum concentrate, LME spot price, USD/ton"
"PCPS","COMMODITY","PLMMODY","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PLMMODY","COMMODITY_SOURCE_CODE","PLMMODY"
"PCPS","COMMODITY","PLMMODY","COMMODITY_SDMX_NAME","Primary Commodity Prices, Molybdenum"
"PCPS","COMMODITY","PLMMODY","COMMODITY_SDMX_CODE","PLMMODY"
"PCPS","COMMODITY","PNGAS","COMMODITY_NAME","Natural gas index "
"PCPS","COMMODITY","PNGAS","COMMODITY_CODE","PNGAS"
"PCPS","COMMODITY","PNGAS","COMMODITY_SHORT_NAME","Natural gas index "
"PCPS","COMMODITY","PNGAS","COMMODITY_FULL_NAME","Primary Commodity Prices, Natural gas index "
"PCPS","COMMODITY","PNGAS","COMMODITY_DEFINITION","Natural Gas Price Index, 2016 = 100, includes European, Japanese, and American Natural Gas Price Indices"
"PCPS","COMMODITY","PNGAS","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PNGAS","COMMODITY_SOURCE_CODE","PNGAS"
"PCPS","COMMODITY","PNGAS","COMMODITY_SDMX_NAME","Primary Commodity Prices, Natural gas index "
"PCPS","COMMODITY","PNGAS","COMMODITY_SDMX_CODE","PNGAS"
"PCPS","COMMODITY","PNGASEU","COMMODITY_NAME","Natural gas, EU"
"PCPS","COMMODITY","PNGASEU","COMMODITY_CODE","PNGASEU"
"PCPS","COMMODITY","PNGASEU","COMMODITY_SHORT_NAME","Natural gas, EU "
"PCPS","COMMODITY","PNGASEU","COMMODITY_FULL_NAME","Primary Commodity Prices, Natural gas, EU "
"PCPS","COMMODITY","PNGASEU","COMMODITY_DEFINITION","Natural Gas, Netherlands TTF Natural Gas Forward Day Ahead, US$ per Million Metric British Thermal Unit."
"PCPS","COMMODITY","PNGASEU","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PNGASEU","COMMODITY_SOURCE_CODE","PNGASEU"
"PCPS","COMMODITY","PNGASEU","COMMODITY_SDMX_NAME","Primary Commodity Prices, Natural gas, EU "
"PCPS","COMMODITY","PNGASEU","COMMODITY_SDMX_CODE","PNGASEU"
"PCPS","COMMODITY","PNGASUS","COMMODITY_NAME","Natural Gas, US Henry Hub Gas"
"PCPS","COMMODITY","PNGASUS","COMMODITY_CODE","PNGASUS"
"PCPS","COMMODITY","PNGASUS","COMMODITY_SHORT_NAME","Natural Gas, US Henry Hub Gas"
"PCPS","COMMODITY","PNGASUS","COMMODITY_FULL_NAME","Primary Commodity Prices, Natural Gas, US Henry Hub Gas"
"PCPS","COMMODITY","PNGASUS","COMMODITY_DEFINITION","Natural Gas, Natural Gas spot price at the Henry Hub terminal in Louisiana, US$ per Million Metric British Thermal Unit"
"PCPS","COMMODITY","PNGASUS","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PNGASUS","COMMODITY_SOURCE_CODE","PNGASUS"
"PCPS","COMMODITY","PNGASUS","COMMODITY_SDMX_NAME","Primary Commodity Prices, Natural Gas, US Henry Hub Gas"
"PCPS","COMMODITY","PNGASUS","COMMODITY_SDMX_CODE","PNGASUS"
"PCPS","COMMODITY","PNICK","COMMODITY_NAME","Nickel "
"PCPS","COMMODITY","PNICK","COMMODITY_CODE","PNICK"
"PCPS","COMMODITY","PNICK","COMMODITY_SHORT_NAME","Nickel "
"PCPS","COMMODITY","PNICK","COMMODITY_FULL_NAME","Primary Commodity Prices, Nickel "
"PCPS","COMMODITY","PNICK","COMMODITY_DEFINITION","Nickel, melting grade, LME spot price, CIF European ports, US$ per metric ton"
"PCPS","COMMODITY","PNICK","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PNICK","COMMODITY_SOURCE_CODE","PNICK"
"PCPS","COMMODITY","PNICK","COMMODITY_SDMX_NAME","Primary Commodity Prices, Nickel "
"PCPS","COMMODITY","PNICK","COMMODITY_SDMX_CODE","PNICK"
"PCPS","COMMODITY","PAPPLE","COMMODITY_NAME","Non-Citrus Fruit, Apple"
"PCPS","COMMODITY","PAPPLE","COMMODITY_CODE","PAPPLE"
"PCPS","COMMODITY","PAPPLE","COMMODITY_SHORT_NAME","Non-Citrus Fruit, Apple"
"PCPS","COMMODITY","PAPPLE","COMMODITY_FULL_NAME","Primary Commodity Prices, Non-Citrus Fruit, Apple"
"PCPS","COMMODITY","PAPPLE","COMMODITY_DEFINITION","Monthly average consumer prices in metropolitan France - Apples (1 Kg), EUR"
"PCPS","COMMODITY","PAPPLE","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PAPPLE","COMMODITY_SOURCE_CODE","PAPPLE"
"PCPS","COMMODITY","PAPPLE","COMMODITY_SDMX_NAME","Primary Commodity Prices, Non-Citrus Fruit, Apple"
"PCPS","COMMODITY","PAPPLE","COMMODITY_SDMX_CODE","PAPPLE"
"PCPS","COMMODITY","PNFUEL","COMMODITY_NAME","Non-Fuel index "
"PCPS","COMMODITY","PNFUEL","COMMODITY_CODE","PNFUEL"
"PCPS","COMMODITY","PNFUEL","COMMODITY_SHORT_NAME","Non-Fuel index "
"PCPS","COMMODITY","PNFUEL","COMMODITY_FULL_NAME","Primary Commodity Prices, Non-Fuel index "
"PCPS","COMMODITY","PNFUEL","COMMODITY_DEFINITION","Non-Fuel Price Index, 2016 = 100, includes Precious Metal, Food and Beverages and Industrial Inputs Price Indices"
"PCPS","COMMODITY","PNFUEL","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","PNFUEL","COMMODITY_SOURCE_CODE","PNFUEL"
"PCPS","COMMODITY","PNFUEL","COMMODITY_SDMX_NAME","Primary Commodity Prices, Non-Fuel index "
"PCPS","COMMODITY","PNFUEL","COMMODITY_SDMX_CODE","PNFUEL"
"PCPS","COMMODITY","POATS","COMMODITY_NAME","Oats"
"PCPS","COMMODITY","POATS","COMMODITY_CODE","POATS"
"PCPS","COMMODITY","POATS","COMMODITY_SHORT_NAME","Oats"
"PCPS","COMMODITY","POATS","COMMODITY_FULL_NAME","Primary Commodity Prices, Oats"
"PCPS","COMMODITY","POATS","COMMODITY_DEFINITION","Generic 1st 'O ' Future, USD/bushel"
"PCPS","COMMODITY","POATS","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","POATS","COMMODITY_SOURCE_CODE","POATS"
"PCPS","COMMODITY","POATS","COMMODITY_SDMX_NAME","Primary Commodity Prices, Oats"
"PCPS","COMMODITY","POATS","COMMODITY_SDMX_CODE","POATS"
"PCPS","COMMODITY","POLVOIL","COMMODITY_NAME","Olive Oil "
"PCPS","COMMODITY","POLVOIL","COMMODITY_CODE","POLVOIL"
"PCPS","COMMODITY","POLVOIL","COMMODITY_SHORT_NAME","Olive Oil "
"PCPS","COMMODITY","POLVOIL","COMMODITY_FULL_NAME","Primary Commodity Prices, Olive Oil "
"PCPS","COMMODITY","POLVOIL","COMMODITY_DEFINITION","Olive Oil, extra virgin less than 1% free fatty acid, ex-tanker price U.K., US$ per metric ton"
"PCPS","COMMODITY","POLVOIL","COMMODITY_TOPIC","Real Sector"
"PCPS","COMMODITY","POLVOIL","COMMODITY_SOURCE_CODE","POLVOIL"
"PCPS","COMMODITY","POLVOIL","COMMODITY_SDMX_NAME","Primary Commodity Prices, Olive Oil "
